id,monster_name,normal_drop,rare_drop,trivia_1,trivia_2,source_filename
1524,粘糸蟲ジュバーク,,,いくつもの町を滅ぼしたという何でも食べる悪食のクモ。大量発生したクモが一斉にすべてを食い荒らしてしまう。,「質より量」がモットー。仲間のクモが増えるまでは 粘糸でフタをした穴ぐらに潜み ひっそりと暮らしている。,1524.webp
1525,マンモスドラキー,,,食欲旺盛なドラキーが巨体となった突然変異種。小柄なドラキーたちからは一目も二目も置かれる存在。,身体が重くて飛びづらいが ドラキーたちの尊敬を 失うことを恐れるあまり 減量はしないようにしている。,1525.webp
1526,赤眼の尖兵,小さなホネ,悲願の血涙,燃えるような赤い目を持つため赤眼の魔物と呼ばれているが正式名称ではない。４本の腕で激しい斬撃をくり出す。,赤眼のデスライダーに従い どんな命令も忠実にこなす。一切言葉を発することがなく 心のない兵器のように戦う。,1526.webp
1527,赤眼のデスライダー,ようがんのカケラ,彼岸の砂,燃えるような赤い目を持つため赤眼の魔物と呼ばれているが正式名称ではない。愛用の槍で敵を突き刺し 魂を抜き取る。,赤眼の尖兵を従える統率者。灼光骨を持っていたことから 赤眼の魔物の中で高い地位に あることが うかがえる。,1527.webp
1528,魔狼ラキ,,,聖湖ゼニートの住民たちを安心させるため わざと悪しきオオカミとして倒されようと芝居をうった。,誰にもケガをさせないよう 手加減して戦うつもりだったが 相手があまりに強いので つい 本気になってしまい 反省した。,1528.webp
1529,さんぞくウーパー,,,ウパソルジャー軍を脱走し山賊に身をやつした魔物たち。その実力は武術を習得したアマラーク兵も戦慄するほど。,子供の頃から札付きのワルだが 仲間への信頼は深い。軍からの脱走も仲間のひとりが 上官にイビられていたから。,1529.webp
1530,ブラッドビーク,,,黄金の羽を持つ つがいの鳥。夫婦の絆はとても固いが性格は荒く そのクチバシはエモノの血に染まっている。,ある魔鳥の巣だった ほら穴を 愛のすみかにしようとしたが その血の気の多さが仇となり マイホーム計画は夢と消えた。,1530.webp
1531,不滅のフォロボッソ,,,はるか昔 ゼニアスに襲来した魔空５兄弟の末弟。不死の特性を持っていて倒されても いずれ復活する。,魔空界では兄弟の戦いに敗れ 復活後のゼニアスでは 当時の英雄に敗れ 封印された。負けすぎて落ち込んでいる。,1531.webp
1532,赤眼のサイレス,かがみ石,悲願の血涙,赤眼の魔物と呼ばれていたが真の名称は魔神族と判明した。鋭いツメで獲物にトドメを刺し死肉を食らう 残忍な魔鳥。,赤眼のライノスブルに従い 集団行動を得意とする。統率された動きで標的を せん滅するまで攻撃を加える。,1532.webp
1533,赤眼のライノスブル,レッドアイ,まじゅうのツノ,赤眼の魔物と呼ばれていたが真の名称は魔神族と判明した。オノで敵を断ち切ることに無上の喜びを見出す。,灼光骨のほかに深紅の巻物を 持っていた。多くの部下を従え 的確な指示で部隊をまとめる 指揮官の素養を持っている。,1533.webp
1534,マガツタケカゼ,,,創世の樹の頂でケガレを振りまくマガツカゼの化身。ケガレが凝縮した巨大な球を大胆に振り回しながら暴れる。,マガツタタリカゼが放出した ケガレが人々の怒りや憎悪を 取り込むと猛々しく吹き荒れる マガツカゼが生まれるのだ。,1534.webp
1535,マガツタタリカゼ,,,古来よりエルトナ大陸をけがすマガツカゼの根源。かつて師父エンスタが弟子たちと共に幽谷の底に封じた悪しき存在。,人の絶望がマガツカゼを生む。されど人なくば世界は成らず。エルドナ神はこのジレンマに 今もなお苦悩しているという。,1535.webp
1536,嵐帝エンスウ,ホワイトパール,いかずちのたま,世界をケガレから守るためにエルドナ神が生みだした霊鳥。ストームカイザーの使命を果たすため最後の決闘に臨む。,ストームカイザーが息絶えると 黄金の巨鳥が空に現れ その剣士の偉功をたたえて 嵐を呼び 魂を弔うという。,1536.webp
1537,銃士ナスビス,うるわしキノコ,妖精の綿花,イクノワ博士の研究室でひそかに 生み出された改造野菜モンスター１号。やさい三銃士 筆頭をつとめる。,かつて 妖精界に現れたという 巨大ナスビ モンスターの うわさが イワノフ博士に この魔物を 開発させたのだ。,1537.webp
1538,銃士トマトス,あやかしそう,妖精の綿花,イクノワ博士の研究室でひそかに 生み出された改造野菜モンスター２号。やさい三銃士の参謀格。,彼の戦闘データは 根っこを通じて 地下にある イワノフ解析センターへと 蓄積され 分析されるらしい。,1538.webp
1539,銃士キュリトス,みかわしそう,妖精の綿花,イクノワ博士の研究室でひそかに 生み出された最後の 改造野菜モンスター。もっとも心優しき 三銃士。,研究に協力する 人間たちに 楽しく戦ってもらえるよう やさい三銃士たちは みな おのれのウデをみがいている。,1539.webp
1540,災厄の王,まほうのせいすい,きんかい,古き神話に うたわれる帝王の変わり果てた姿。理性を失った帝王はただ 破壊の限りを尽くす。,理性を失う前は 帝王として アストルティアを守っていたが 闇の根源が 偉大なる帝王を 災いの王へと 変えたのだ。,1540.webp
1541,真・災厄の王,,,大いなる闇の根源によって魔物と化した かつての英雄。帝王の玉座にいた 幻影よりはるかに強大なチカラを持つ。,自分が 何者なのかすら もはや わかっておらず ただ 本能のままに破壊する 化け物と成り果てた。,1541.webp
1542,ダークドレアム,,,幾多の世界を 滅びに導いた破壊と殺りくの神。人知を超越した強さは まさに破壊神の名に ふさわしい。,ひとつの悪夢を 打ち破っても 滅びを求める呼び声 ある限り ダークドレアムは 復活し 永遠に存在し続けるのだ……。,1542.webp
1543,破壊神シドー,,,破壊の審判の裁定により滅ぼすべしと定められた世界に召喚される破壊の化身。その滅びを止めるすべはない。,破壊衝動が盛り上がらない時は どこぞに自分のまがい物が 出現したという話を思いだして 怒りのパワーを高めている。,1543.webp
1544,ビッグモーモン,黄色の宝石,きんかい,巨大なモーモンの姿をした試練の門を守りし魔物。魅惑のおどりを踊って冒険者の心を奪う！,赤ちゃんモーモンの頃に ヤシの実をチューチューしたら こんな身体になっちゃった。いやあ 立派に成長したね！,1544.webp
1545,密林の狩人,赤い宝石,せかいじゅの葉,ジャイラ密林に出現する試練の門を守りし魔物。バイキルトを唱えて攻撃力を上げ 侵入者を狩る。,密林の守人とは双子の兄弟。森を荒らす密猟者たちに 怒りを抑えられなかった兄は 旅人を狩る復讐者となった。,1545.webp
1546,密林の守人,黄色の宝石,せかいじゅの葉,ジャイラ密林に出現する試練の門を守りし魔物。強力な攻撃呪文を駆使して侵入者から森を守る。,密林の狩人とは双子の兄弟。森を荒らす密猟者たちに 心を痛めた弟は 樹々を守る守護者となった。,1546.webp
1547,アイスゴーレム,青い宝石,ゴールドストーン,地底の氷塊から削りだされた試練の門を守りし魔物。一気にハイテンションとなり挑戦者を たたきのめす。,こう見えて じつは寒がり。長い間ひとりぼっちだったので 心も冷え切っている。誰か あたためてあげて。,1547.webp
1548,アビスソルジャー,赤い宝石,ゴールドストーン,暗黒の深海で生まれた試練の門を守りし魔物。おおあばれで暴れまくりまわりの敵を一掃する。,深海の暴れ者として 海の仲間に嫌われているが 気のいいテンタコルスが 一緒だから気にしていない。,1548.webp
